timestamp,text,blocked,reason,tones
2025-11-15T13:28:42.863856,我沒那麼說,False,,"[""生氣"", ""不耐煩"", ""困惑"", ""強勢"", ""敷衍"", ""抱怨"", ""無奈""]"
2025-11-15T13:28:46.845183,是這樣嗎,False,,"[""好奇"", ""困惑"", ""中性"", ""詢問"", ""試探""]"
2025-11-15T13:28:46.845633,"可是,小祥是CRYCHIC的創始者啊",True,小祥,[]
2025-11-15T13:28:46.845779,要是小祥退出的話...,True,小祥,[]
2025-11-15T13:29:01.639236,妳真的要退出了嗎,False,,"[""詢問"", ""試探"", ""關心"", ""困惑"", ""失望""]"
2025-11-15T13:29:13.876364,燈在問妳話,False,,"[""輕鬆"", ""幽默"", ""暗示"", ""抱怨"", ""諷刺""]"
2025-11-15T13:29:21.718688,還有這樣太不負責了吧?,False,,"[""抱怨"", ""生氣"", ""失望"", ""不耐煩"", ""詢問"", ""困惑"", ""無奈""]"
2025-11-15T13:29:32.736006,為什麼都不講話?,False,,"[""詢問"", ""困惑"", ""不耐煩"", ""抱怨""]"
2025-11-15T13:29:46.030423,"立希,別這樣",False,,"[""無奈"", ""關心"", ""不耐煩"", ""抱怨"", ""害羞"", ""撒嬌"", ""曖昧""]"
2025-11-15T13:29:57.584174,那妳能別用這種給人找麻煩的方式退團嗎,False,,"[""抱怨"", ""不耐煩"", ""生氣"", ""強勢"", ""詢問""]"
2025-11-15T13:30:09.802300,大家今天也是一直在等祥子,False,,"[""抱怨"", ""不耐煩"", ""無奈"", ""失望"", ""暗示""]"
2025-11-15T13:30:16.076775,立希,False,,"[""中性"", ""詢問""]"
2025-11-15T13:30:36.319808,就算我不在妳們也能練習吧,False,,"[""詢問"", ""暗示"", ""試探"", ""無奈"", ""輕鬆""]"
2025-11-15T13:30:47.616180,想練習的話自己練不就好了,False,,"[""不耐煩"", ""強勢"", ""冷淡"", ""敷衍""]"
2025-11-15T13:30:56.545412,又沒有規定一定要全員到齊才能練習,False,,"[""抱怨"", ""不耐煩""]"
2025-11-15T13:31:13.464000,別怪罪在別人身上,False,,"[""強勢"", ""抱怨"", ""不耐煩""]"
2025-11-15T13:31:13.464478,"可是,要是小祥退出的話...",True,小祥,[]
2025-11-15T13:31:30.170134,不要講這種撒嬌的話了,False,,"[""拒絕"", ""抱怨"", ""不耐煩"", ""傲嬌"", ""害羞"", ""曖昧""]"
2025-11-15T13:31:38.999641,尤其燈妳才是最該多練習的人,False,,"[""抱怨"", ""強勢"", ""生氣"", ""不耐煩""]"
2025-11-15T13:31:51.395877,但妳剛剛都在做什麼?,False,,"[""詢問"", ""抱怨"", ""困惑"", ""失望"", ""無奈""]"
2025-11-15T13:32:01.958134,燈就是在等妳來啊,False,,"[""開心"", ""興奮"", ""輕鬆"", ""幽默"", ""撒嬌"", ""關心"", ""曖昧""]"
2025-11-15T13:32:09.747214,等一下,False,,"[""中性"", ""不耐煩"", ""強勢"", ""輕鬆""]"
2025-11-15T13:32:22.709134,"先冷靜下來談談吧,好嗎",False,,"[""詢問"", ""無奈"", ""關心"", ""試探""]"
2025-11-15T13:32:35.551896,大家都一起開心玩樂團這麼久了,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:32:45.273970,小睦也是這麼想的吧?,False,,"[""好奇"", ""輕鬆"", ""詢問"", ""試探""]"
2025-11-15T13:33:51.661774,我...,False,,"[""困惑"", ""緊張"", ""害羞"", ""失望"", ""無奈"", ""弱勢"", ""試探"", ""暗示"", ""中性""]"
2025-11-15T13:34:02.417790,從來不覺得玩樂團開心過,False,,"[""抱怨"", ""失望"", ""無奈"", ""難過""]"
2025-11-15T13:34:12.713953,Sorry,False,,"[""中性"", ""弱勢"", ""詢問"", ""拒絕"", ""關心"", ""敷衍"", ""諷刺"", ""無奈"", ""不耐煩"", ""輕鬆""]"
2025-11-15T13:34:29.832949,回去吧,False,,"[""中性"", ""輕鬆"", ""關心"", ""無奈"", ""不耐煩"", ""暗示""]"
2025-11-15T13:34:37.747543,妳國中時擔任過學生會長啊,False,,"[""好奇"", ""詢問"", ""輕鬆""]"
2025-11-15T13:34:50.644548,"是的,在這間學校我也想積極參與活動",False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:34:57.552346,度過一段充實的高中生活,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:35:07.534098,真是有想法,False,,"[""諷刺"", ""無奈"", ""中性"", ""開心"", ""好奇""]"
2025-11-15T13:35:17.608183,謝謝妳的回答,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:35:24.146086,面試就到這裡結束,False,,"[""中性"", ""正式"", ""強勢""]"
2025-11-15T13:35:33.753824,"好的,謝謝您",False,,"[""中性"", ""正式"", ""輕鬆""]"
2025-11-15T13:35:37.319544,面試的感覺還滿好的,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:35:49.897542,"在校成績也不錯,應該能順利入學吧",False,,"[""開心"", ""輕鬆"", ""詢問"", ""試探""]"
2025-11-15T13:36:02.502882,我要在這裡重新開始,False,,"[""開心"", ""興奮"", ""強勢""]"
2025-11-15T13:36:10.148923,是掉了東西嗎,False,,"[""詢問"", ""好奇"", ""中性"", ""關心"", ""輕鬆""]"
2025-11-15T13:36:27.480260,雖然黃金週連假就快要開始了,False,,"[""無奈"", ""暗示""]"
2025-11-15T13:36:32.884319,不過今天班上有一位新成員,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:36:47.721444,我是千早愛音,False,,"[""中性""]"
2025-11-15T13:37:03.701738,因為家裡的關係在這個奇怪的時間入學,False,,"[""無奈"", ""抱怨"", ""自嘲"", ""輕鬆""]"
2025-11-15T13:37:16.689985,希望大家願意和我當朋友,False,,"[""害羞"", ""弱勢"", ""試探"", ""詢問""]"
2025-11-15T13:37:31.760316,請多多指教,False,,"[""正式"", ""詢問"", ""弱勢"", ""自嘲""]"
2025-11-15T13:37:47.452027,"千早同學,妳就坐最後面的座位吧",False,,"[""中性"", ""敷衍"", ""正式"", ""輕鬆""]"
2025-11-15T13:37:57.419875,好的,False,,"[""中性"", ""輕鬆"", ""正式""]"
2025-11-15T13:38:05.297873,請多指教,False,,"[""正式"", ""弱勢"", ""詢問"", ""自嘲""]"
2025-11-15T13:38:05.298356,請多指教,False,,"[""正式"", ""弱勢"", ""詢問"", ""自嘲""]"
2025-11-15T13:38:12.674268,石頭,False,,"[""中性""]"
2025-11-15T13:38:12.674729,請多指教,False,,"[""正式"", ""弱勢"", ""詢問"", ""自嘲""]"
2025-11-15T13:38:22.997709,那麼現在開始進行班會,False,,"[""中性"", ""正式"", ""強勢""]"
2025-11-15T13:38:35.833930,雖然招呼打得滿中規中矩的,False,,"[""失望"", ""无奈"", ""抱怨""]"
2025-11-15T13:38:51.834561,但要融入班上差不多這樣就夠了吧,False,,"[""詢問"", ""輕鬆"", ""試探""]"
2025-11-15T13:38:59.348330,接下來是...,False,,"[""中性"", ""詢問""]"
2025-11-15T13:39:12.504087,千早同學,False,,"[""中性"", ""輕鬆"", ""詢問""]"
2025-11-15T13:39:23.116292,怎麼了?,False,,"[""詢問"", ""關心"", ""好奇"", ""困惑"", ""中性"", ""試探""]"
2025-11-15T13:39:31.319784,我是高松燈,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:39:31.320247,請多指教,False,,"[""正式"", ""弱勢"", ""詢問"", ""自嘲""]"
2025-11-15T13:39:47.513533,"糟糕,午休時間到了",False,,"[""失望"", ""無奈"", ""抱怨"", ""自嘲""]"
2025-11-15T13:39:55.035155,該找誰當朋友比較好呢,False,,"[""好奇"", ""困惑"", ""詢問""]"
2025-11-15T13:40:00.359639,太陽光活力了,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:40:10.199337,太正經八百了,False,,"[""抱怨"", ""無奈"", ""諷刺"", ""暗示""]"
2025-11-15T13:40:24.388907,"小燈,妳又要去天文社了嗎",False,,"[""輕鬆"", ""詢問"", ""抱怨"", ""無奈"", ""暗示""]"
2025-11-15T13:40:33.552515,路上小心,False,,"[""關心"", ""中性"", ""輕鬆""]"
2025-11-15T13:40:44.907267,她們好像很好相處,False,,"[""輕鬆"", ""好奇""]"
2025-11-15T13:40:54.803833,請問...能和妳們一起吃飯嗎,False,,"[""詢問"", ""害羞"", ""緊張"", ""試探"", ""弱勢"", ""臉紅""]"
2025-11-15T13:40:59.602875,"好啊,一起吃吧",False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:41:12.117615,謝謝妳們,False,,"[""開心"", ""輕鬆"", ""中性""]"
2025-11-15T13:41:18.779821,千早這個姓氏,False,,"[""中性""]"
2025-11-15T13:41:29.492064,像名字一樣感覺好可愛喔,False,,"[""開心"", ""興奮"", ""輕鬆"", ""撒嬌""]"
2025-11-15T13:41:44.459778,很可愛嗎,False,,"[""詢問"", ""好奇"", ""試探"", ""撒嬌"", ""弱勢"", ""曖昧""]"
2025-11-15T13:41:56.294271,很可愛喔,False,,"[""開心"", ""興奮"", ""輕鬆"", ""幽默"", ""曖昧"", ""關心"", ""暗示""]"
2025-11-15T13:42:10.176473,在之前的學校大家是怎麼叫妳的?,False,,"[""好奇"", ""中性"", ""輕鬆"", ""詢問"", ""關心"", ""試探""]"
2025-11-15T13:42:20.791538,千早好厲害喔,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:42:29.100698,千早又考滿分了?,False,,"[""詢問"", ""好奇"", ""輕鬆"", ""無奈""]"
2025-11-15T13:42:45.514340,千早,False,,"[""中性"", ""詢問"", ""輕鬆"", ""關心""]"
2025-11-15T13:42:57.532974,千早好聰明喔,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:43:04.787415,不愧是千早,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:43:23.455425,也沒有啦,False,,"[""輕鬆"", ""回避"", ""撒嬌"", ""害羞""]"
2025-11-15T13:43:33.511944,叫我愛音就好了,False,,"[""輕鬆"", ""害羞""]"
2025-11-15T13:43:48.757305,那就叫妳小愛吧,False,,"[""輕鬆"", ""曖昧"", ""試探""]"
2025-11-15T13:43:54.156132,愛音這名字也好可愛喔,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:44:03.483138,因為家裡的關係現在才入學,False,,"[""無奈"", ""中性""]"
2025-11-15T13:44:11.508541,一定很辛苦吧,False,,"[""可憐"", ""詢問"", ""關心"", ""試探""]"
2025-11-15T13:44:21.585097,"對啊,真的好辛苦喔",False,,"[""抱怨"", ""無奈""]"
2025-11-15T13:44:33.571644,大家都已經有各自的圈子了,False,,"[""失望"", ""無奈"", ""抱怨"", ""弱勢""]"
2025-11-15T13:45:10.136656,就是說啊,False,,"[""無奈"", ""輕鬆"", ""抱怨"", ""關心""]"
2025-11-15T13:45:20.479053,妳和小燈認識嗎,False,,"[""詢問"", ""好奇"", ""中性"", ""輕鬆"", ""試探""]"
2025-11-15T13:45:34.092120,我也在想,False,,"[""中性"", ""困惑"", ""詢問"", ""暗示""]"
2025-11-15T13:46:36.675716,妳們早上有講話對吧?,False,,"[""詢問"", ""試探"", ""好奇"", ""輕鬆""]"
2025-11-15T13:46:52.966861,不是不是,False,,"[""拒絕"", ""害羞"", ""緊張"", ""不耐煩"", ""強勢"", ""弱勢"", ""困惑""]"
2025-11-15T13:47:00.301747,我之前碰巧看到她在撿石頭,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:47:14.290021,她偶爾會撿一些有的沒的,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:47:22.773952,不愧是羽丘的小呆萌,False,,"[""開心"", ""輕鬆"", ""幽默"", ""關心"", ""曖昧"", ""傲嬌""]"
2025-11-15T13:47:35.883740,有種很小動物的感覺,False,,"[""輕鬆"", ""幽默"", ""曖昧"", ""關心"", ""暗示""]"
2025-11-15T13:47:48.978539,像松鼠一樣,False,,"[""中性"", ""輕鬆"", ""幽默""]"
2025-11-15T13:47:58.197743,"我的話題已經結束了嗎 對啊,好可愛喔",False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:48:06.724829,好可愛喔,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:48:23.425437,一起回去吧,False,,"[""輕鬆"", ""詢問"", ""中性"", ""關心"", ""暗示""]"
2025-11-15T13:48:23.425846,回去吧,False,,"[""中性"", ""輕鬆"", ""關心"", ""無奈"", ""不耐煩"", ""暗示""]"
2025-11-15T13:48:31.632140,妳們有在玩樂團嗎,False,,"[""詢問"", ""好奇"", ""輕鬆""]"
2025-11-15T13:48:51.831995,雖然才剛開始沒多久就是了,False,,"[""無奈"", ""輕鬆""]"
2025-11-15T13:48:58.127433,大家好像都有在玩樂團?,False,,"[""好奇"", ""輕鬆"", ""詢問"", ""試探""]"
2025-11-15T13:49:07.838477,我們學校滿多人玩的喔,False,,"[""開心"", ""輕鬆""]"
2025-11-15T13:49:15.870568,因為學姊們出了好幾個厲害的樂團,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:49:20.021345,三年級有個叫Afterglow的樂團,False,,"[""中性""]"
2025-11-15T13:49:39.523648,學生會長也是成員之一喔,False,,"[""輕鬆"", ""中性"", ""暗示""]"
2025-11-15T13:49:53.988849,雖然PasPale已經畢業了,False,,"[""失望"", ""難過"", ""無奈"", ""抱怨"", ""暗示""]"
2025-11-15T13:50:15.092776,不過二年級生之中也有Roselia的亞子學姊,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:50:22.547386,和RAS的LOCK學姊喔,False,,"[""中性"", ""輕鬆""]"
2025-11-15T13:50:33.362555,大家真的都有在組樂團耶,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T13:50:41.695344,"燈,掰掰 我也好想辦場帥氣的演唱會喔",False,,"[""興奮"", ""輕鬆""]"
2025-11-15T13:50:51.253273,對啊,False,,"[""中性"", ""輕鬆"", ""無奈"", ""敷衍"", ""抱怨""]"
2025-11-15T13:51:01.503725,在那之前得先把彈奏技術練好,False,,"[""無奈"", ""抱怨"", ""自嘲"", ""不耐煩""]"
2025-11-15T13:51:14.550617,邊彈邊唱很難啦,False,,"[""抱怨"", ""無奈"", ""自嘲"", ""輕鬆""]"
2025-11-15T13:51:23.139796,小燈應該沒有在玩樂團吧 該多練習練習了,False,,"[""抱怨"", ""關心"", ""輕鬆""]"
2025-11-15T13:51:30.428872,小愛呢?,False,,"[""詢問"", ""中性"", ""輕鬆"", ""好奇""]"
2025-11-15T13:51:42.364160,有稍微碰一點,False,,"[""中性"", ""輕鬆"", ""弱勢"", ""回避"", ""敷衍""]"
2025-11-15T13:51:56.259715,是這樣啊,False,,"[""中性"", ""好奇"", ""失望"", ""無奈"", ""敷衍"", ""輕鬆"", ""詢問""]"
2025-11-15T13:52:04.253651,妳是負責什麼樂器的?,False,,"[""好奇"", ""中性"", ""輕鬆"", ""詢問""]"
2025-11-15T14:33:16.286422,因為家裡的關係現在才入學,False,,"[""無奈""]"
2025-11-15T14:33:28.611181,一定很辛苦吧,False,,"[""關心"", ""詢問"", ""可憐"", ""無奈""]"
2025-11-15T14:33:43.497576,"對啊,真的好辛苦喔",False,,"[""抱怨"", ""無奈"", ""關心""]"
2025-11-15T14:33:56.255442,大家都已經有各自的圈子了,False,,"[""中性"", ""傷心"", ""難過"", ""失望"", ""無奈"", ""抱怨"", ""暗示""]"
2025-11-15T14:34:10.723192,就是說啊,False,,"[""輕鬆"", ""無奈"", ""抱怨""]"
2025-11-15T14:34:18.114600,妳和小燈認識嗎,False,,"[""好奇"", ""中性"", ""輕鬆"", ""詢問"", ""試探""]"
2025-11-15T14:34:29.837153,我也在想,False,,"[""中性"", ""好奇"", ""困惑"", ""無奈"", ""詢問"", ""關心"", ""試探"", ""抱怨"", ""暗示""]"
2025-11-15T14:34:38.874775,妳們早上有講話對吧?,False,,"[""詢問"", ""試探""]"
2025-11-15T14:34:55.659322,不是不是,False,,"[""拒絕"", ""困惑"", ""不耐煩"", ""生氣"", ""緊張"", ""害羞"", ""無奈""]"
2025-11-15T14:35:04.574626,我之前碰巧看到她在撿石頭,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:35:18.732605,她偶爾會撿一些有的沒的,False,,"[""輕鬆"", ""無奈""]"
2025-11-15T14:35:25.538440,不愧是羽丘的小呆萌,False,,"[""開心"", ""輕鬆"", ""幽默"", ""關心""]"
2025-11-15T14:35:39.555403,有種很小動物的感覺,False,,"[""中性"", ""輕鬆"", ""好奇"", ""暗示"", ""曖昧""]"
2025-11-15T14:35:51.680631,像松鼠一樣,False,,"[""中性"", ""輕鬆"", ""幽默""]"
2025-11-15T14:35:59.650921,"我的話題已經結束了嗎 對啊,好可愛喔",False,,"[""開心"", ""興奮"", ""困惑"", ""輕鬆"", ""詢問""]"
2025-11-15T14:36:08.343999,好可愛喔,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T14:36:20.777017,一起回去吧,False,,"[""中性"", ""輕鬆"", ""詢問""]"
2025-11-15T14:36:20.777577,回去吧,False,,"[""中性"", ""輕鬆"", ""關心"", ""無奈"", ""不耐煩"", ""暗示""]"
2025-11-15T14:36:25.042417,妳們有在玩樂團嗎,False,,"[""好奇"", ""輕鬆"", ""詢問""]"
2025-11-15T14:36:33.641286,雖然才剛開始沒多久就是了,False,,"[""無奈"", ""抱怨""]"
2025-11-15T14:36:43.832619,大家好像都有在玩樂團?,False,,"[""好奇"", ""困惑"", ""輕鬆"", ""詢問""]"
2025-11-15T14:36:52.907785,我們學校滿多人玩的喔,False,,"[""輕鬆"", ""暗示""]"
2025-11-15T14:36:58.180188,因為學姊們出了好幾個厲害的樂團,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T14:37:08.122574,三年級有個叫Afterglow的樂團,False,,"[""中性""]"
2025-11-15T14:37:21.295934,學生會長也是成員之一喔,False,,"[""輕鬆"", ""暗示""]"
2025-11-15T14:37:31.748061,雖然PasPale已經畢業了,False,,"[""中性"", ""無奈"", ""失望"", ""難過""]"
2025-11-15T14:37:39.333024,不過二年級生之中也有Roselia的亞子學姊,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:37:45.839044,和RAS的LOCK學姊喔,False,,"[""輕鬆""]"
2025-11-15T14:37:58.113424,大家真的都有在組樂團耶,False,,"[""輕鬆"", ""興奮"", ""好奇""]"
2025-11-15T14:38:17.062758,"燈,掰掰 我也好想辦場帥氣的演唱會喔",False,,"[""興奮"", ""輕鬆"", ""撒嬌"", ""無奈"", ""自嘲""]"
2025-11-15T14:38:34.650640,對啊,False,,"[""中性"", ""輕鬆"", ""開心"", ""興奮"", ""無奈"", ""抱怨"", ""敷衍"", ""不耐煩"", ""冷淡"", ""詢問""]"
2025-11-15T14:38:49.274931,在那之前得先把彈奏技術練好,False,,"[""中性"", ""無奈""]"
2025-11-15T14:38:57.020203,邊彈邊唱很難啦,False,,"[""抱怨"", ""無奈"", ""自嘲"", ""輕鬆""]"
2025-11-15T14:39:07.886471,小燈應該沒有在玩樂團吧 該多練習練習了,False,,"[""抱怨"", ""強勢"", ""不耐煩"", ""關心"", ""暗示""]"
2025-11-15T14:39:19.652752,小愛呢?,False,,"[""詢問"", ""中性"", ""輕鬆"", ""好奇""]"
2025-11-15T14:39:32.768323,有稍微碰一點,False,,"[""中性"", ""弱勢"", ""敷衍"", ""輕鬆"", ""暗示""]"
2025-11-15T14:39:45.393644,是這樣啊,False,,"[""好奇"", ""無奈"", ""中性"", ""輕鬆"", ""詢問""]"
2025-11-15T14:39:54.847648,妳是負責什麼樂器的?,False,,"[""好奇"", ""中性"", ""詢問""]"
2025-11-15T14:40:11.521152,姑且算吉他兼主唱吧,False,,"[""輕鬆"", ""無奈"", ""試探"", ""自嘲""]"
2025-11-15T14:40:19.673877,我也是我也是,False,,"[""興奮"", ""開心"", ""輕鬆""]"
2025-11-15T14:40:30.430299,不嫌棄的話要不要一起玩?,False,,"[""詢問"", ""輕鬆"", ""害羞"", ""自嘲"", ""試探""]"
2025-11-15T14:40:50.844950,我們想演奏Afterglow的歌,False,,"[""開心"", ""輕鬆""]"
2025-11-15T14:41:04.005753,希望能再找一個吉他手,False,,"[""暗示"", ""試探"", ""詢問""]"
2025-11-15T14:41:21.072370,吉他?,False,,"[""詢問"", ""好奇"", ""困惑"", ""中性""]"
2025-11-15T14:41:34.628524,也就是說...,False,,"[""中性"", ""詢問""]"
2025-11-15T14:41:52.116282,站角落啊,False,,"[""輕鬆"", ""無奈"", ""不耐煩"", ""詢問""]"
2025-11-15T14:42:09.222733,"謝謝妳們,我先考慮一下吧",False,,"[""中性"", ""迴避"", ""暗示"", ""敷衍"", ""拒絕""]"
2025-11-15T14:42:16.693261,我回來了,False,,"[""中性"", ""輕鬆"", ""詢問""]"
2025-11-15T14:42:24.304782,"累死了,臉部肌肉都快癱了",False,,"[""抱怨"", ""無奈"", ""自嘲"", ""難過""]"
2025-11-15T14:42:31.399647,不過也順利交到朋友了,False,,"[""開心"", ""輕鬆""]"
2025-11-15T14:42:40.412635,以第一天來說還算不錯吧,False,,"[""開心"", ""輕鬆"", ""自嘲"", ""詢問"", ""試探""]"
2025-11-15T14:42:47.649159,幸好有帶吉他過來,False,,"[""開心"", ""輕鬆""]"
2025-11-15T14:42:52.190576,大家都有在玩樂團,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:43:10.832509,我也得一起玩才行,False,,"[""撒嬌"", ""輕鬆"", ""強勢""]"
2025-11-15T14:43:14.315536,奇怪? 奇怪?,False,,"[""好奇"", ""困惑"", ""詢問""]"
2025-11-15T14:43:28.099651,抱歉,False,,"[""中性"", ""正式""]"
2025-11-15T14:43:48.200407,我也很想組樂團,False,,"[""興奮"", ""暗示"", ""輕鬆""]"
2025-11-15T14:43:59.562556,可是我對那個Afterglow還不太了解,False,,"[""困惑"", ""詢問"", ""好奇"", ""無奈"", ""暗示""]"
2025-11-15T14:44:19.745580,這種事沒什麼好在意的啊,False,,"[""輕鬆"", ""冷淡"", ""關心""]"
2025-11-15T14:44:19.746025,就是說啊,False,,"[""輕鬆"", ""無奈"", ""抱怨""]"
2025-11-15T14:44:19.893638,大家願意邀我參加我真的很高興,False,,"[""開心"", ""輕鬆""]"
2025-11-15T14:44:31.013382,要玩樂團的話我比較想當吉他歌手,False,,"[""輕鬆"", ""中性""]"
2025-11-15T14:44:44.588329,然後需要的成員是...,False,,"[""中性"", ""詢問"", ""好奇""]"
2025-11-15T14:44:52.224056,沒有輕音社?,False,,"[""詢問"", ""好奇"", ""困惑"", ""失望""]"
2025-11-15T14:44:59.810057,要去管樂社看看嗎,False,,"[""詢問"", ""好奇"", ""輕鬆"", ""試探""]"
2025-11-15T14:45:09.667580,妳彈得好棒喔,False,,"[""開心"", ""興奮"", ""輕鬆""]"
2025-11-15T14:45:15.203833,妳是管樂社的社員嗎,False,,"[""詢問"", ""好奇"", ""中性""]"
2025-11-15T14:45:25.417515,"不是,我是聽到鋼琴聲過來的",False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:45:33.858473,"請問,要不要一起玩樂團?",False,,"[""詢問"", ""試探"", ""輕鬆""]"
2025-11-15T14:45:50.643932,抱歉這麼突然,False,,"[""緊張"", ""弱勢"", ""詢問"", ""試探""]"
2025-11-15T14:46:05.849741,我是一年A班的千早,False,,"[""中性"", ""正式""]"
2025-11-15T14:46:17.825997,千早同學?,False,,"[""好奇"", ""困惑"", ""中性"", ""詢問"", ""關心""]"
2025-11-15T14:46:37.906791,就叫我愛音吧,False,,"[""輕鬆""]"
2025-11-15T14:46:49.537991,我正在找組樂團的成員,False,,"[""中性"", ""輕鬆"", ""暗示""]"
2025-11-15T14:47:03.808325,我是吉他兼主唱,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:47:17.472421,我想找鍵盤手,False,,"[""中性"", ""輕鬆"", ""詢問"", ""暗示""]"
2025-11-15T14:47:26.377553,不了,False,,"[""拒絕"", ""中性"", ""無奈"", ""輕鬆""]"
2025-11-15T14:47:34.904505,妳已經有加入樂團了嗎,False,,"[""詢問"", ""好奇"", ""中性"", ""輕鬆""]"
2025-11-15T14:47:51.355443,不是,False,,"[""困惑"", ""生氣"", ""不耐煩"", ""無奈"", ""中性"", ""冷淡"", ""敷衍"", ""強勢"", ""弱勢"", ""詢問"", ""拒絕"", ""抱怨""]"
2025-11-15T14:48:08.842495,管樂社的活動時間快到了,False,,"[""中性"", ""輕鬆"", ""暗示""]"
2025-11-15T14:48:36.908371,妳也盡快離開較為妥當喔,False,,"[""關心"", ""強勢""]"
2025-11-15T14:48:51.682083,"""較為妥當喔""?",False,,"[""輕鬆"", ""中性"", ""暗示""]"
2025-11-15T14:49:01.771211,結果不行啊,False,,"[""失望"", ""無奈"", ""抱怨""]"
2025-11-15T14:49:15.940408,怎麼辦呢,False,,"[""詢問"", ""困惑"", ""無奈"", ""緊張""]"
2025-11-15T14:49:21.783531,要不要從LIVE HOUSE的佈告欄,False,,"[""詢問"", ""輕鬆"", ""試探""]"
2025-11-15T14:49:26.757386,找在招募成員的樂團?,False,,"[""詢問"", ""中性"", ""輕鬆"", ""好奇""]"
2025-11-15T14:49:34.069501,這附近有間叫CiRCLE的店,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:49:50.527994,他們最近在池袋開二號店了,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:49:55.860900,那家店叫RiNG,False,,"[""中性"", ""輕鬆""]"
2025-11-15T14:50:15.137777,我過去看看好了,False,,"[""輕鬆"", ""中性"", ""無奈""]"
2025-11-15T14:50:30.141884,我也不是真的那麼想玩樂團就是了,False,,"[""傲嬌"", ""無奈"", ""輕鬆"", ""冷淡""]"
2025-11-15T14:50:39.139317,小燈應該沒有在玩樂團吧,False,,"[""好奇"", ""詢問"", ""試探""]"
